period,date,top5,actual,is_hit,profit,cumulative_profit,consecutive_misses
25,2025/5/25,"['鼠', '猪', '兔', '牛', '蛇']",牛,True,26,-132,0
26,2025/5/26,"['鼠', '兔', '猪', '狗', '蛇']",龙,False,-20,-152,1
27,2025/5/27,"['鼠', '兔', '猪', '狗', '龙']",狗,True,26,-126,0
28,2025/5/28,"['鼠', '兔', '猪', '虎', '龙']",龙,True,26,-100,0
29,2025/5/29,"['鼠', '兔', '猪', '虎', '龙']",牛,False,-20,-120,1
30,2025/5/30,"['鼠', '兔', '猪', '虎', '龙']",虎,True,26,-94,0
31,2025/5/31,"['鼠', '兔', '猪', '马', '龙']",龙,True,26,-68,0
32,2025/6/1,"['鼠', '兔', '猪', '马', '龙']",猴,False,-20,-88,1
33,2025/6/2,"['鼠', '兔', '猪', '马', '龙']",猪,True,26,-62,0
34,2025/6/3,"['鼠', '兔', '马', '鸡', '龙']",龙,True,26,-36,0
35,2025/6/4,"['鼠', '兔', '马', '鸡', '龙']",鸡,True,26,-10,0
36,2025/6/5,"['鼠', '兔', '马', '猪', '龙']",鼠,True,26,16,0
37,2025/6/6,"['兔', '马', '猪', '龙', '蛇']",羊,False,-20,-4,1
38,2025/6/7,"['兔', '马', '狗', '猪', '龙']",牛,False,-20,-24,2
39,2025/6/8,"['兔', '马', '狗', '鼠', '龙']",猪,False,-20,-44,3
40,2025/6/9,"['兔', '马', '狗', '鼠', '龙']",羊,False,-20,-64,4
41,2025/6/10,"['兔', '马', '狗', '虎', '龙']",虎,True,26,-38,0
42,2025/6/11,"['兔', '马', '狗', '鼠', '龙']",蛇,False,-20,-58,1
43,2025/6/12,"['兔', '马', '鼠', '狗', '龙']",羊,False,-20,-78,2
44,2025/6/13,"['兔', '马', '鼠', '狗', '龙']",蛇,False,-20,-98,3
45,2025/6/14,"['兔', '马', '猴', '狗', '龙']",羊,False,-20,-118,4
46,2025/6/15,"['兔', '马', '猴', '狗', '龙']", 牛,False,-20,-138,5
47,2025/6/16,"['兔', '马', '鼠', '鸡', '龙']",鸡,True,26,-112,0
48,2025/6/17,"['兔', '马', '狗', '鼠', '龙']",虎,False,-20,-132,1
49,2025/6/18,"['兔', '马', '鼠', '狗', '龙']",猪,False,-20,-152,2
50,2025/6/19,"['兔', '马', '鼠', '狗', '羊']",鸡,False,-20,-172,3
51,2025/6/20,"['兔', '马', '鼠', '狗', '龙']",羊,False,-20,-192,4
52,2025/6/21,"['兔', '马', '狗', '鼠', '羊']",马,True,26,-166,0
53,2025/6/22,"['兔', '狗', '猴', '鼠', '羊']",龙,False,-20,-186,1
54,2025/6/23,"['兔', '猴', '狗', '鼠', '龙']",兔,True,26,-160,0
55,2025/6/24,"['猴', '狗', '鼠', '蛇', '龙']",鼠,True,26,-134,0
56,2025/6/25,"['猴', '狗', '蛇', '马', '龙']",马,True,26,-108,0
57,2025/6/26,"['猴', '狗', '蛇', '兔', '羊']",虎,False,-20,-128,1
58,2025/6/27,"['狗', '猴', '蛇', '兔', '羊']",兔,True,26,-102,0
59,2025/6/28,"['狗', '猴', '牛', '蛇', '羊']",马,False,-20,-122,1
60,2025/6/29,"['狗', '牛', '猴', '蛇', '羊']",牛,True,26,-96,0
61,2025/6/30,"['狗', '猴', '蛇', '兔', '羊']",羊,True,26,-70,0
62,2025/7/1,"['狗', '猴', '蛇', '兔', '羊']",鼠,False,-20,-90,1
63,2025/7/2,"['猴', '狗', '蛇', '兔', '羊']",鸡,False,-20,-110,2
64,2025/7/3,"['猴', '狗', '猪', '蛇', '羊']",虎,False,-20,-130,3
65,2025/7/4,"['猴', '狗', '蛇', '龙', '羊']",牛,False,-20,-150,4
66,2025/7/5,"['猴', '狗', '龙', '蛇', '羊']",狗,True,26,-124,0
67,2025/7/6,"['猴', '龙', '蛇', '猪', '羊']",鸡,False,-20,-144,1
68,2025/7/7,"['猴', '龙', '蛇', '猪', '羊']",兔,False,-20,-164,2
69,2025/7/8,"['猴', '蛇', '龙', '狗', '羊']",牛,False,-20,-184,3
70,2025/7/9,"['猴', '猪', '蛇', '龙', '羊']",鼠,False,-20,-204,4
71,2025/7/10,"['猴', '猪', '蛇', '龙', '虎']",牛,False,-20,-224,5
72,2025/7/11,"['猴', '猪', '蛇', '龙', '牛']",鸡,False,-20,-244,6
73,2025/7/12,"['猴', '猪', '蛇', '龙', '鸡']",马,False,-20,-264,7
74,2025/7/13,"['猴', '龙', '猪', '蛇', '鸡']",牛,False,-20,-284,8
75,2025/7/14,"['蛇', '猴', '龙', '猪', '牛']",蛇,True,26,-258,0
76,2025/7/15,"['猴', '龙', '猪', '羊', '牛']",龙,True,26,-232,0
77,2025/7/16,"['猴', '猪', '狗', '羊', '牛']",猴,True,26,-206,0
78,2025/7/17,"['猪', '狗', '蛇', '羊', '牛']",猪,True,26,-180,0
79,2025/7/18,"['狗', '虎', '蛇', '羊', '牛']",猴,False,-20,-200,1
80,2025/7/19,"['狗', '蛇', '虎', '羊', '牛']",羊,True,26,-174,0
81,2025/7/20,"['狗', '蛇', '猪', '虎', '牛']",羊,False,-20,-194,1
82,2025/7/21,"['狗', '蛇', '猪', '虎', '牛']",狗,True,26,-168,0
83,2025/7/22,"['蛇', '猪', '虎', '猴', '牛']",鼠,False,-20,-188,1
84,2025/7/25,"['龙', '猪', '虎', '猴', '牛']",鼠,False,-20,-208,2
85,2025/7/26,"['虎', '猪', '兔', '猴', '鼠']",蛇,False,-20,-228,3
86,2025/7/27,"['虎', '猪', '兔', '猴', '牛']",猴,True,26,-202,0
87,2025/7/28,"['虎', '龙', '马', '兔', '牛']",马,True,26,-176,0
88,2025/7/29,"['虎', '龙', '兔', '蛇', '牛']",鸡,False,-20,-196,1
89,2025/7/30,"['虎', '兔', '龙', '猪', '牛']",蛇,False,-20,-216,2
90,2025/7/31,"['兔', '虎', '龙', '猪', '牛']",兔,True,26,-190,0
91,2025/8/1,"['虎', '龙', '猪', '马', '鼠']",龙,True,26,-164,0
92,2025/8/2,"['虎', '猪', '羊', '马', '鼠']",鼠,True,26,-138,0
93,2025/8/3,"['虎', '猪', '羊', '马', '鼠']",羊,True,26,-112,0
94,2025/8/4,"['虎', '猪', '龙', '狗', '鼠']",兔,False,-20,-132,1
95,2025/8/5,"['虎', '猪', '狗', '牛', '鼠']",鸡,False,-20,-152,2
96,2025/8/6,"['虎', '猪', '狗', '龙', '鼠']",羊,False,-20,-172,3
97,2025/8/7,"['虎', '狗', '猪', '龙', '鼠']",猴,False,-20,-192,4
98,2025/8/8,"['虎', '狗', '猪', '马', '鼠']",羊,False,-20,-212,5
99,2025/8/9,"['虎', '猪', '狗', '兔', '羊']",鸡,False,-20,-232,6
100,2025/8/10,"['虎', '猪', '牛', '狗', '羊']",狗,True,26,-206,0
101,2025/8/11,"['虎', '猪', '牛', '马', '羊']",狗,False,-20,-226,1
102,2025/8/12,"['虎', '猪', '牛', '马', '羊']",猪,True,26,-200,0
103,2025/8/13,"['虎', '牛', '马', '龙', '羊']",蛇,False,-20,-220,1
104,2025/8/14,"['虎', '牛', '马', '龙', '羊']",虎,True,26,-194,0
105,2025/8/15,"['牛', '马', '龙', '兔', '羊']",狗,False,-20,-214,1
106,2025/8/16,"['牛', '马', '龙', '兔', '羊']",猪,False,-20,-234,2
107,2025/8/17,"['牛', '龙', '马', '兔', '羊']",虎,False,-20,-254,3
108,2025/8/18,"['牛', '马', '龙', '兔', '羊']",兔,True,26,-228,0
109,2025/8/19,"['牛', '马', '龙', '猪', '羊']",龙,True,26,-202,0
110,2025/8/20,"['牛', '马', '猴', '虎', '羊']",兔,False,-20,-222,1
111,2025/8/21,"['牛', '马', '猴', '羊', '兔']",龙,False,-20,-242,2
112,2025/8/22,"['牛', '马', '猴', '虎', '兔']",鼠,False,-20,-262,3
113,2025/8/23,"['牛', '马', '猴', '虎', '鼠']",蛇,False,-20,-282,4
114,2025/8/24,"['牛', '马', '猴', '虎', '兔']",蛇,False,-20,-302,5
115,2025/8/25,"['牛', '马', '猴', '虎', '蛇']",鼠,False,-20,-322,6
116,2025/8/26,"['牛', '马', '猴', '虎', '兔']",兔,True,26,-296,0
117,2025/8/27,"['牛', '马', '猴', '猪', '兔']",龙,False,-20,-316,1
118,2025/8/28,"['牛', '马', '猴', '虎', '兔']",猴,True,26,-290,0
119,2025/8/29,"['牛', '马', '猪', '虎', '兔']",虎,True,26,-264,0
120,2025/8/30,"['牛', '马', '鸡', '猪', '兔']",虎,False,-20,-284,1
121,2025/8/31,"['牛', '马', '鸡', '猪', '虎']",蛇,False,-20,-304,2
122,2025/9/1,"['牛', '马', '鸡', '猪', '虎']",猴,False,-20,-324,3
123,2025/9/2,"['牛', '马', '鸡', '猪', '虎']",狗,False,-20,-344,4
124,2025/9/3,"['牛', '马', '鸡', '羊', '虎']",马,True,26,-318,0
125,2025/9/4,"['牛', '羊', '鸡', '猪', '虎']",狗,False,-20,-338,1
126,2025/9/5,"['牛', '鸡', '羊', '鼠', '狗']",鼠,True,26,-312,0
127,2025/9/6,"['牛', '羊', '鸡', '猪', '狗']",蛇,False,-20,-332,1
128,2025/9/7,"['牛', '羊', '鸡', '猪', '蛇']",马,False,-20,-352,2
129,2025/9/8,"['牛', '羊', '鸡', '猪', '蛇']",羊,True,26,-326,0
130,2025/9/9,"['牛', '鸡', '猪', '猴', '蛇']",羊,False,-20,-346,1
131,2025/9/10,"['牛', '鸡', '猪', '马', '蛇']",鸡,True,26,-320,0
132,2025/9/11,"['牛', '猪', '马', '蛇', '虎']",牛,True,26,-294,0
133,2025/9/12,"['猪', '猴', '马', '羊', '蛇']",鼠,False,-20,-314,1
134,2025/9/13,"['猪', '猴', '鸡', '马', '鼠']",马,True,26,-288,0
135,2025/9/14,"['猪', '猴', '牛', '鸡', '鼠']",虎,False,-20,-308,1
136,2025/9/15,"['猪', '猴', '狗', '牛', '鼠']",龙,False,-20,-328,2
137,2025/9/16,"['猪', '猴', '狗', '牛', '鼠']",羊,False,-20,-348,3
138,2025/9/17,"['猪', '狗', '猴', '牛', '鼠']",兔,False,-20,-368,4
139,2025/9/18,"['猪', '狗', '牛', '鸡', '鼠']",鸡,True,26,-342,0
140,2025/9/19,"['猪', '狗', '牛', '猴', '鼠']",狗,True,26,-316,0
141,2025/9/20,"['猪', '猴', '牛', '蛇', '鼠']",龙,False,-20,-336,1
142,2025/9/21,"['猪', '猴', '鸡', '牛', '鼠']",猪,True,26,-310,0
143,2025/9/22,"['猴', '牛', '鸡', '兔', '蛇']",猴,True,26,-284,0
144,2025/9/23,"['牛', '鸡', '兔', '羊', '鼠']",牛,True,26,-258,0
145,2025/9/24,"['猪', '蛇', '鸡', '兔', '鼠']",牛,False,-20,-278,1
146,2025/9/25,"['鼠', '猪', '蛇', '鸡', '牛']",猴,False,-20,-298,2
147,2025/9/26,"['鼠', '猪', '蛇', '鸡', '猴']",猪,True,26,-272,0
148,2025/9/27,"['蛇', '鼠', '龙', '兔', '猴']",羊,False,-20,-292,1
149,2025/9/28,"['蛇', '兔', '鼠', '龙', '羊']",鼠,True,26,-266,0
150,2025/9/29,"['蛇', '兔', '虎', '鸡', '羊']",马,False,-20,-286,1
151,2025/9/30,"['兔', '蛇', '虎', '鸡', '马']",虎,True,26,-260,0
152,2025/10/1,"['蛇', '兔', '鸡', '龙', '马']",狗,False,-20,-280,1
153,2025/10/2,"['蛇', '兔', '鸡', '龙', '马']",鸡,True,26,-254,0
154,2025/10/3,"['蛇', '兔', '龙', '虎', '马']",鸡,False,-20,-274,1
155,2025/10/4,"['蛇', '兔', '龙', '虎', '羊']",虎,True,26,-248,0
156,2025/10/5,"['蛇', '兔', '龙', '狗', '羊']",虎,False,-20,-268,1
157,2025/10/6,"['蛇', '兔', '猴', '龙', '虎']",兔,True,26,-242,0
158,2025/10/7,"['蛇', '猴', '猪', '龙', '虎']",鼠,False,-20,-262,1
159,2025/10/8,"['蛇', '猴', '猪', '龙', '虎']",羊,False,-20,-282,2
160,2025/10/9,"['蛇', '猴', '猪', '龙', '虎']",牛,False,-20,-302,3
161,2025/10/10,"['蛇', '猴', '猪', '龙', '牛']",鸡,False,-20,-322,4
162,2025/10/11,"['蛇', '龙', '猪', '猴', '牛']",牛,True,26,-296,0
163,2025/10/12,"['蛇', '龙', '猴', '马', '牛']",马,True,26,-270,0
164,2025/10/13,"['蛇', '龙', '猴', '猪', '牛']",兔,False,-20,-290,1
165,2025/10/14,"['蛇', '龙', '狗', '猴', '牛']",猴,True,26,-264,0
166,2025/10/15,"['蛇', '龙', '狗', '猪', '牛']",龙,True,26,-238,0
167,2025/10/16,"['蛇', '狗', '猪', '马', '牛']",鼠,False,-20,-258,1
168,2025/10/17,"['蛇', '猪', '狗', '马', '牛']",猪,True,26,-232,0
169,2025/10/18,"['蛇', '狗', '兔', '马', '牛']",狗,True,26,-206,0
170,2025/10/19,"['蛇', '兔', '马', '羊', '牛']",龙,False,-20,-226,1
171,2025/10/20,"['蛇', '兔', '羊', '虎', '牛']",羊,True,26,-200,0
172,2025/10/21,"['蛇', '兔', '狗', '鸡', '牛']",鼠,False,-20,-220,1
173,2025/10/22,"['蛇', '龙', '兔', '狗', '鼠']",牛,False,-20,-240,2
174,2025/10/23,"['蛇', '龙', '马', '兔', '牛']",猴,False,-20,-260,3
175,2025/10/24,"['蛇', '兔', '龙', '马', '鼠']",狗,False,-20,-280,4
176,2025/10/25,"['蛇', '马', '兔', '龙', '鼠']",羊,False,-20,-300,5
177,2025/10/26,"['蛇', '兔', '马', '龙', '鼠']",蛇,True,26,-274,0
178,2025/10/27,"['兔', '马', '龙', '猴', '鼠']",虎,False,-20,-294,1
179,2025/10/28,"['猪', '兔', '马', '猴', '鼠']",牛,False,-20,-314,2
180,2025/10/29,"['猪', '蛇', '兔', '马', '牛']",猴,False,-20,-334,3
181,2025/10/30,"['猪', '马', '龙', '蛇', '牛']",兔,False,-20,-354,4
182,2025/10/31,"['猪', '马', '龙', '蛇', '牛']",马,True,26,-328,0
183,2025/11/1,"['猪', '龙', '蛇', '狗', '牛']",鼠,False,-20,-348,1
184,2025/11/2,"['鸡', '猪', '龙', '蛇', '鼠']",牛,False,-20,-368,2
185,2025/11/3,"['鸡', '猪', '龙', '蛇', '牛']",狗,False,-20,-388,3
186,2025/11/4,"['鸡', '猪', '龙', '蛇', '牛']",兔,False,-20,-408,4
187,2025/11/5,"['鸡', '猪', '龙', '虎', '牛']",鼠,False,-20,-428,5
188,2025/11/6,"['鸡', '猪', '蛇', '龙', '鼠']",虎,False,-20,-448,6
189,2025/11/7,"['猪', '鸡', '蛇', '龙', '牛']",蛇,True,26,-422,0
190,2025/11/8,"['猪', '鸡', '羊', '龙', '牛']",龙,True,26,-396,0
191,2025/11/9,"['猪', '鸡', '羊', '虎', '鼠']",龙,False,-20,-416,1
192,2025/11/10,"['鸡', '猪', '羊', '虎', '鼠']",羊,True,26,-390,0
193,2025/11/11,"['鸡', '猪', '虎', '蛇', '鼠']",虎,True,26,-364,0
194,2025/11/12,"['鸡', '猪', '马', '蛇', '鼠']",马,True,26,-338,0
195,2025/11/13,"['鸡', '猪', '蛇', '兔', '鼠']",鼠,True,26,-312,0
196,2025/11/14,"['鸡', '猪', '猴', '蛇', '鼠']",鼠,True,26,-286,0
197,2025/11/15,"['鸡', '猪', '兔', '猴', '鼠']",鸡,True,26,-260,0
198,2025/11/16,"['猪', '兔', '猴', '马', '鼠']",虎,False,-20,-280,1
199,2025/11/17,"['猪', '兔', '猴', '马', '鼠']",羊,False,-20,-300,2
200,2025/11/18,"['猪', '兔', '狗', '鸡', '鼠']",羊,False,-20,-320,3
201,2025/11/19,"['猪', '猴', '兔', '鸡', '鼠']",鸡,True,26,-294,0
202,2025/11/20,"['猪', '猴', '蛇', '龙', '鼠']",兔,False,-20,-314,1
203,2025/11/21,"['猪', '猴', '蛇', '龙', '鼠']",虎,False,-20,-334,2
204,2025/11/22,"['猪', '猴', '龙', '蛇', '虎']",猪,True,26,-308,0
205,2025/11/23,"['猴', '牛', '龙', '蛇', '虎']",蛇,True,26,-282,0
206,2025/11/24,"['狗', '猴', '牛', '龙', '虎']",兔,False,-20,-302,1
207,2025/11/25,"['狗', '猴', '牛', '龙', '虎']",牛,True,26,-276,0
208,2025/11/26,"['狗', '猴', '龙', '马', '虎']",马,True,26,-250,0
209,2025/11/27,"['狗', '猴', '龙', '猪', '鼠']",龙,True,26,-224,0
210,2025/11/28,"['狗', '猴', '猪', '鼠', '虎']",龙,False,-20,-244,1
211,2025/11/29,"['猴', '狗', '猪', '鼠', '虎']",鼠,True,26,-218,0
212,2025/11/30,"['猴', '狗', '鸡', '猪', '鼠']",猴,True,26,-192,0
213,2025/12/1,"['狗', '鸡', '马', '猪', '鼠']",狗,True,26,-166,0
214,2025/12/2,"['鸡', '马', '猪', '牛', '鼠']",牛,True,26,-140,0
215,2025/12/3,"['鸡', '猪', '猴', '马', '鼠']",鸡,True,26,-114,0
216,2025/12/4,"['猪', '猴', '狗', '蛇', '鼠']",狗,True,26,-88,0
217,2025/12/5,"['猪', '兔', '猴', '牛', '鼠']",马,False,-20,-108,1
218,2025/12/6,"['猪', '蛇', '兔', '猴', '虎']",虎,True,26,-82,0
219,2025/12/7,"['猪', '兔', '蛇', '猴', '虎']",鼠,False,-20,-102,1
220,2025/12/8,"['蛇', '猪', '兔', '猴', '鼠']",虎,False,-20,-122,2
221,2025/12/9,"['蛇', '猪', '兔', '牛', '虎']",龙,False,-20,-142,3
222,2025/12/10,"['蛇', '猪', '兔', '牛', '虎']",兔,True,26,-116,0
223,2025/12/11,"['羊', '蛇', '猪', '猴', '虎']",马,False,-20,-136,1
224,2025/12/12,"['羊', '蛇', '猪', '猴', '鼠']",兔,False,-20,-156,2
225,2025/12/13,"['猪', '猴', '羊', '蛇', '鼠']",蛇,True,26,-130,0
226,2025/12/14,"['猪', '猴', '羊', '牛', '虎']",虎,True,26,-104,0
227,2025/12/15,"['猪', '猴', '羊', '牛', '虎']",猴,True,26,-78,0
228,2025/12/16,"['猪', '羊', '牛', '鸡', '虎']",蛇,False,-20,-98,1
229,2025/12/17,"['猪', '羊', '狗', '牛', '虎']",虎,True,26,-72,0
230,2025/12/18,"['羊', '猪', '狗', '鸡', '虎']",狗,True,26,-46,0
231,2025/12/19,"['羊', '猪', '鼠', '牛', '虎']",蛇,False,-20,-66,1
232,2025/12/20,"['羊', '猪', '鸡', '鼠', '虎']",鼠,True,26,-40,0
233,2025/12/21,"['羊', '猪', '鸡', '牛', '虎']",狗,False,-20,-60,1
234,2025/12/22,"['羊', '猪', '鸡', '牛', '虎']",马,False,-20,-80,2
235,2025/12/23,"['羊', '猪', '牛', '鸡', '虎']",蛇,False,-20,-100,3
236,2025/12/24,"['羊', '猪', '鸡', '牛', '虎']",猪,True,26,-74,0
237,2025/12/25,"['羊', '鸡', '牛', '兔', '虎']",羊,True,26,-48,0
238,2025/12/26,"['牛', '鸡', '兔', '猴', '虎']",牛,True,26,-22,0
239,2025/12/27,"['鸡', '兔', '猪', '猴', '虎']",马,False,-20,-42,1
240,2025/12/28,"['鸡', '兔', '猴', '羊', '虎']",羊,True,26,-16,0
241,2025/12/29,"['鸡', '龙', '兔', '猴', '虎']",龙,True,26,10,0
242,2025/12/30,"['鸡', '兔', '猴', '猪', '虎']",马,False,-20,-10,1
243,2025/12/31,"['鸡', '猴', '猪', '兔', '马']",龙,False,-20,-30,2
244,2026/1/1,"['鸡', '猴', '猪', '兔', '马']",牛,False,-20,-50,3
245,2026/1/2,"['鸡', '兔', '猴', '鼠', '马']",猴,True,26,-24,0
246,2026/1/3,"['鸡', '兔', '鼠', '羊', '马']",鸡,True,26,2,0
247,2026/1/4,"['兔', '狗', '猪', '鼠', '马']",鸡,False,-20,-18,1
248,2026/1/5,"['兔', '狗', '猪', '鼠', '虎']",猪,True,26,8,0
249,2026/1/6,"['兔', '狗', '鼠', '牛', '蛇']",蛇,True,26,34,0
250,2026/1/7,"['鼠', '兔', '狗', '牛', '蛇']",牛,True,26,60,0
251,2026/1/8,"['虎', '鼠', '兔', '羊', '蛇']",鸡,False,-20,40,1
252,2026/1/9,"['虎', '鼠', '兔', '羊', '蛇']",虎,True,26,66,0
253,2026/1/10,"['鼠', '兔', '羊', '狗', '蛇']",兔,True,26,92,0
254,2026/1/11,"['鼠', '狗', '羊', '龙', '蛇']",羊,True,26,118,0
255,2026/1/12,"['鼠', '狗', '龙', '猪', '蛇']",羊,False,-20,98,1
256,2026/1/13,"['鼠', '狗', '龙', '兔', '蛇']",蛇,True,26,124,0
257,2026/1/14,"['鼠', '狗', '龙', '兔', '蛇']",龙,True,26,150,0
258,2026/1/15,"['鼠', '猴', '狗', '兔', '蛇']",猪,False,-20,130,1
259,2026/1/16,"['鼠', '猴', '狗', '兔', '蛇']",鼠,True,26,156,0
260,2026/1/17,"['猴', '狗', '虎', '兔', '蛇']",狗,True,26,182,0
261,2026/1/18,"['猴', '兔', '虎', '龙', '蛇']",兔,True,26,208,0
262,2026/1/19,"['猴', '虎', '鼠', '鸡', '羊']",猴,True,26,234,0
263,2026/1/20,"['虎', '鼠', '狗', '马', '羊']",马,True,26,260,0
264,2026/1/21,"['虎', '鼠', '狗', '兔', '马']",鼠,True,26,286,0
265,2026/1/22,"['虎', '狗', '兔', '猴', '羊']",鼠,False,-20,266,1
266,2026/1/23,"['虎', '狗', '兔', '鸡', '羊']",羊,True,26,292,0
267,2026/1/24,"['虎', '蛇', '狗', '兔', '羊']",虎,True,26,318,0
268,2026/1/25,"['蛇', '狗', '兔', '猪', '羊']",蛇,True,26,344,0
269,2026/1/26,"['牛', '兔', '狗', '猪', '羊']",猪,True,26,370,0
270,2026/1/27,"['牛', '虎', '狗', '兔', '羊']",鸡,False,-20,350,1
271,2026/1/28,"['牛', '狗', '虎', '兔', '鸡']",兔,True,26,376,0
272,2026/1/29,"['牛', '狗', '龙', '虎', '鸡']",蛇,False,-20,356,1
273,2026/1/30,"['狗', '牛', '龙', '马', '蛇']",牛,True,26,382,0
274,2026/1/31,"['狗', '龙', '马', '猴', '蛇']",龙,True,26,408,0
275,2026/2/1,"['狗', '马', '猴', '虎', '蛇']",鼠,False,-20,388,1
276,2026/2/2,"['马', '猴', '狗', '牛', '鼠']",牛,True,26,414,0
277,2026/2/3,"['马', '猴', '狗', '龙', '鼠']",猪,False,-20,394,1
278,2026/2/4,"['马', '猴', '狗', '虎', '鼠']",兔,False,-20,374,2
279,2026/2/5,"['马', '猴', '狗', '虎', '鼠']",蛇,False,-20,354,3
280,2026/2/6,"['马', '猴', '狗', '虎', '鼠']",猪,False,-20,334,4
281,2026/2/7,"['狗', '马', '猴', '虎', '鼠']",鼠,True,26,360,0
282,2026/2/8,"['狗', '马', '猴', '鸡', '鼠']",羊,False,-20,340,1
283,2026/2/9,"['猴', '狗', '鸡', '虎', '鼠']",虎,True,26,366,0
284,2026/2/10,"['马', '猴', '狗', '鸡', '鼠']",马,True,26,392,0
285,2026/2/11,"['猴', '狗', '鸡', '龙', '鼠']",虎,False,-20,372,1
286,2026/2/12,"['猴', '狗', '鸡', '羊', '鼠']",蛇,False,-20,352,2
287,2026/2/13,"['猴', '狗', '鸡', '龙', '鼠']",猪,False,-20,332,3
288,2026/2/14,"['猴', '狗', '龙', '鸡', '鼠']",蛇,False,-20,312,4
289,2026/2/15,"['猴', '狗', '龙', '鸡', '鼠']",兔,False,-20,292,5
290,2026/2/16,"['猴', '狗', '龙', '鸡', '蛇']",兔,False,-20,272,6
291,2026/2/17,"['狗', '鸡', '猴', '龙', '兔']",羊,False,-20,252,7
292,2026/2/18,"['狗', '鸡', '猴', '龙', '蛇']",马,False,-20,232,8
293,2026/2/19,"['猴', '狗', '鸡', '龙', '蛇']",猴,True,26,258,0
294,2026/2/20,"['狗', '鸡', '龙', '牛', '蛇']",马,False,-20,238,1
295,2026/2/21,"['狗', '龙', '鸡', '牛', '蛇']",蛇,True,26,264,0
296,2026/2/22,"['狗', '龙', '鸡', '鼠', '蛇']",龙,True,26,290,0
297,2026/2/23,"['狗', '鸡', '牛', '猴', '蛇']",羊,False,-20,270,1
298,2026/2/24,"['狗', '鸡', '牛', '虎', '蛇']",蛇,True,26,296,0
299,2026/2/25,"['狗', '鸡', '牛', '虎', '蛇']",羊,False,-20,276,1
300,2026/2/26,"['狗', '鸡', '牛', '虎', '蛇']",猴,False,-20,256,2
