lookback,good_thresh,bad_thresh,boost_mult,reduce_mult,hits,hit_rate,total_bet,total_win,balance,roi,max_drawdown,hit_10x_count,roi_improve,drawdown_reduce,score
10,0.4,0.25,1.2,0.6,99,33.0,10209.0,12238.799999999992,2029.8000000000006,19.88245665589187,356.0,3,4.782456655891869,419.0,85.73641451242212
10,0.35,0.2,1.2,0.6,99,33.0,10209.0,12238.799999999992,2029.8000000000006,19.88245665589187,356.0,3,4.782456655891869,419.0,85.73641451242212
10,0.35,0.25,1.2,0.6,99,33.0,10209.0,12238.799999999992,2029.8000000000006,19.88245665589187,356.0,3,4.782456655891869,419.0,85.73641451242212
12,0.3,0.25,1.1,0.6,99,33.0,9805.5,11759.40000000001,1953.9000000000005,19.926571821936673,359.19999999999993,4,4.826571821936673,415.80000000000007,85.61566470413094
8,0.4,0.2,1.1,0.6,99,33.0,9945.0,11942.700000000008,1997.7000000000005,20.087481146304683,370.4,3,4.987481146304683,404.6,85.23612807849716
8,0.45,0.15,1.1,0.6,99,33.0,9945.0,11942.700000000008,1997.7000000000005,20.087481146304683,370.4,3,4.987481146304683,404.6,85.23612807849716
8,0.45,0.2,1.1,0.6,99,33.0,9945.0,11942.700000000008,1997.7000000000005,20.087481146304683,370.4,3,4.987481146304683,404.6,85.23612807849716
8,0.4,0.15,1.1,0.6,99,33.0,9945.0,11942.700000000008,1997.7000000000005,20.087481146304683,370.4,3,4.987481146304683,404.6,85.23612807849716
15,0.35,0.15,1.5,0.6,99,33.0,12087.0,14476.0,2389.0,19.76503681641433,355.5,15,4.6650368164143305,419.5,85.0233158104773
15,0.4,0.15,1.5,0.6,99,33.0,12087.0,14476.0,2389.0,19.76503681641433,355.5,15,4.6650368164143305,419.5,85.0233158104773
12,0.3,0.2,1.5,0.6,99,33.0,12037.5,14523.0,2485.5,20.64797507788162,402.0,9,5.547975077881619,373.0,84.87058906522755
10,0.4,0.25,1.5,0.7,99,33.0,11478.0,13827.400000000001,2349.4,20.46872277400244,394.5,6,5.368722774002441,380.5,84.65122965051819
10,0.35,0.25,1.5,0.7,99,33.0,11478.0,13827.400000000001,2349.4,20.46872277400244,394.5,6,5.368722774002441,380.5,84.65122965051819
10,0.4,0.2,1.5,0.7,99,33.0,11478.0,13827.400000000001,2349.4,20.46872277400244,394.5,6,5.368722774002441,380.5,84.65122965051819
10,0.35,0.2,1.5,0.7,99,33.0,11478.0,13827.400000000001,2349.4,20.46872277400244,394.5,6,5.368722774002441,380.5,84.65122965051819
12,0.4,0.25,1.5,0.7,99,33.0,11070.0,13366.800000000001,2296.8,20.7479674796748,415.70000000000005,6,5.647967479674799,359.29999999999995,83.76504846612235
12,0.35,0.25,1.5,0.7,99,33.0,11070.0,13366.800000000001,2296.8,20.7479674796748,415.70000000000005,6,5.647967479674799,359.29999999999995,83.76504846612235
