period,date,actual,predictions,predictions_str,hit,multiplier,bet,profit,cumulative_profit,recent_rate,fib_index,result,paused,pause_remaining
125,2025/9/7,12,"[1, 4, 2, 9, 46, 42, 3, 28, 43, 13, 40, 34, 15, 39, 10]","[1, 4, 2, 9, 46]...",False,0.0,0.0,0.0,45.5,0.5,0,SKIP,True,0
126,2025/9/8,35,"[8, 1, 2, 4, 42, 9, 46, 28, 43, 13, 40, 34, 15, 39, 3]","[8, 1, 2, 4, 42]...",False,1.5,22.5,-22.5,23.0,0.5,0,LOSS,False,0
127,2025/9/9,23,"[8, 1, 24, 28, 2, 34, 15, 16, 13, 39, 31, 32, 4, 42, 37]","[8, 1, 24, 28, 2]...",False,1.5,22.5,-22.5,0.5,0.5,1,LOSS,False,0
128,2025/9/10,33,"[8, 1, 24, 2, 34, 15, 28, 44, 16, 13, 39, 31, 4, 32, 42]","[8, 1, 24, 2, 34]...",False,3.0,45.0,-45.0,-44.5,0.5,2,LOSS,False,0
129,2025/9/11,17,"[24, 2, 15, 34, 1, 28, 6, 4, 8, 16, 44, 13, 39, 31, 32]","[24, 2, 15, 34, 1]...",False,4.5,67.5,-67.5,-112.0,0.4166666666666667,3,LOSS,False,0
130,2025/9/12,42,"[25, 24, 15, 6, 1, 28, 2, 4, 8, 44, 16, 34, 13, 39, 31]","[25, 24, 15, 6, 1]...",False,7.5,112.5,-112.5,-224.5,0.3333333333333333,4,LOSS,False,0
131,2025/9/13,48,"[12, 24, 25, 1, 6, 4, 2, 28, 15, 44, 16, 34, 13, 39, 31]","[12, 24, 25, 1, 6]...",False,8.0,120.0,-120.0,-344.5,0.3333333333333333,5,LOSS,False,0
132,2025/9/14,28,"[12, 25, 35, 24, 1, 6, 2, 28, 15, 44, 4, 34, 13, 39, 31]","[12, 25, 35, 24, 1]...",True,10.0,150.0,320.0,-24.5,0.3333333333333333,6,WIN,False,1
133,2025/9/15,38,"[12, 23, 25, 35, 1, 24, 2, 6, 15, 4, 34, 13, 39, 31, 8]","[12, 23, 25, 35, 1]...",False,0.0,0.0,0.0,-24.5,0.3333333333333333,0,SKIP,True,0
134,2025/9/16,47,"[12, 23, 33, 25, 2, 24, 35, 1, 15, 4, 34, 13, 39, 6, 8]","[12, 23, 33, 25, 2]...",False,1.0,15.0,-15.0,-39.5,0.25,0,LOSS,False,0
135,2025/9/17,3,"[17, 12, 23, 33, 24, 2, 35, 25, 1, 15, 4, 13, 34, 6, 39]","[17, 12, 23, 33, 24]...",False,1.0,15.0,-15.0,-54.5,0.16666666666666666,1,LOSS,False,0
136,2025/9/18,33,"[17, 23, 33, 24, 2, 25, 12, 35, 1, 4, 42, 13, 34, 6, 39]","[17, 23, 33, 24, 2]...",True,1.0,15.0,32.0,-22.5,0.25,2,WIN,False,1
137,2025/9/19,44,"[17, 23, 48, 25, 1, 2, 12, 24, 42, 4, 35, 34, 39, 6, 13]","[17, 23, 48, 25, 1]...",False,0.0,0.0,0.0,-22.5,0.25,0,SKIP,True,0
138,2025/9/20,38,"[1, 6, 2, 4, 48, 42, 8, 46, 28, 12, 23, 7, 35, 9, 17]","[1, 6, 2, 4, 48]...",False,1.0,15.0,-15.0,-37.5,0.25,0,LOSS,False,0
139,2025/9/21,43,"[1, 2, 4, 48, 42, 6, 8, 46, 28, 12, 23, 35, 9, 7, 17]","[1, 2, 4, 48, 42]...",False,1.0,15.0,-15.0,-52.5,0.16666666666666666,1,LOSS,False,0
140,2025/9/22,10,"[47, 1, 4, 42, 2, 6, 48, 8, 28, 12, 46, 23, 35, 7, 9]","[47, 1, 4, 42, 2]...",False,1.0,15.0,-15.0,-67.5,0.16666666666666666,2,LOSS,False,0
141,2025/9/23,41,"[3, 1, 47, 4, 2, 48, 42, 6, 28, 8, 23, 46, 12, 35, 5]","[3, 1, 47, 4, 2]...",False,1.5,22.5,-22.5,-90.0,0.16666666666666666,3,LOSS,False,0
142,2025/9/24,29,"[3, 1, 47, 2, 6, 42, 4, 33, 28, 48, 8, 17, 46, 23, 12]","[3, 1, 47, 2, 6]...",False,2.5,37.5,-37.5,-127.5,0.16666666666666666,4,LOSS,False,0
143,2025/9/25,10,"[3, 1, 44, 2, 47, 6, 4, 42, 33, 48, 8, 17, 28, 46, 12]","[3, 1, 44, 2, 47]...",False,4.0,60.0,-60.0,-187.5,0.16666666666666666,5,LOSS,False,0
144,2025/9/26,31,"[3, 44, 1, 6, 2, 47, 4, 42, 38, 33, 48, 8, 17, 28, 46]","[3, 44, 1, 6, 2]...",False,5.0,75.0,-75.0,-262.5,0.16666666666666666,6,LOSS,False,0
145,2025/9/27,35,"[3, 43, 44, 1, 6, 8, 4, 42, 38, 47, 33, 48, 28, 46, 12]","[3, 43, 44, 1, 6]...",False,5.0,75.0,-75.0,-337.5,0.16666666666666666,7,LOSS,False,0
146,2025/9/28,6,"[3, 1, 43, 44, 6, 4, 8, 47, 42, 48, 38, 33, 28, 12, 17]","[3, 1, 43, 44, 6]...",True,5.0,75.0,160.0,-177.5,0.16666666666666666,8,WIN,False,1
147,2025/9/29,36,"[41, 3, 1, 44, 43, 8, 2, 4, 47, 42, 48, 28, 38, 12, 33]","[41, 3, 1, 44, 43]...",False,0.0,0.0,0.0,-177.5,0.16666666666666666,0,SKIP,True,0
148,2025/9/30,4,"[3, 41, 1, 43, 44, 8, 2, 4, 47, 42, 48, 29, 38, 12, 33]","[3, 41, 1, 43, 44]...",True,1.0,15.0,32.0,-145.5,0.25,0,WIN,False,1
149,2025/10/1,44,"[10, 3, 41, 43, 44, 8, 1, 2, 47, 42, 48, 33, 12, 29, 38]","[10, 3, 41, 43, 44]...",True,0.0,0.0,0.0,-145.5,0.25,0,SKIP,True,0
150,2025/10/2,45,"[10, 3, 41, 8, 1, 43, 42, 2, 47, 48, 12, 17, 33, 38, 23]","[10, 3, 41, 8, 1]...",False,1.0,15.0,-15.0,-160.5,0.25,0,LOSS,False,0
151,2025/10/3,9,"[10, 3, 41, 1, 43, 2, 42, 5, 47, 48, 35, 33, 17, 29, 23]","[10, 3, 41, 1, 43]...",False,1.0,15.0,-15.0,-175.5,0.16666666666666666,1,LOSS,False,0
152,2025/10/4,16,"[10, 6, 3, 41, 1, 43, 42, 2, 47, 48, 35, 17, 23, 29, 5]","[10, 6, 3, 41, 1]...",False,1.0,15.0,-15.0,-190.5,0.16666666666666666,2,LOSS,False,0
153,2025/10/5,28,"[10, 6, 3, 41, 1, 43, 42, 2, 47, 35, 48, 36, 31, 17, 5]","[10, 6, 3, 41, 1]...",False,1.5,22.5,-22.5,-213.0,0.16666666666666666,3,LOSS,False,0
154,2025/10/6,27,"[10, 4, 6, 3, 41, 1, 43, 42, 47, 48, 35, 29, 31, 17, 2]","[10, 4, 6, 3, 41]...",False,2.5,37.5,-37.5,-250.5,0.16666666666666666,4,LOSS,False,0
155,2025/10/7,42,"[10, 4, 6, 3, 44, 41, 1, 42, 43, 47, 35, 48, 29, 36, 21]","[10, 4, 6, 3, 44]...",True,4.0,60.0,128.0,-122.5,0.25,5,WIN,False,1
156,2025/10/8,47,"[4, 6, 10, 45, 3, 44, 41, 1, 43, 47, 48, 29, 11, 35, 2]","[4, 6, 10, 45, 3]...",True,0.0,0.0,0.0,-122.5,0.25,0,SKIP,True,0
157,2025/10/9,41,"[4, 10, 9, 6, 3, 44, 45, 41, 43, 29, 1, 48, 2, 33, 36]","[4, 10, 9, 6, 3]...",True,1.0,15.0,32.0,-90.5,0.3333333333333333,0,WIN,False,1
158,2025/10/10,45,"[4, 10, 9, 6, 3, 44, 45, 16, 43, 1, 48, 2, 29, 22, 33]","[4, 10, 9, 6, 3]...",True,0.0,0.0,0.0,-90.5,0.3333333333333333,0,SKIP,True,0
159,2025/10/11,41,"[9, 4, 10, 6, 3, 44, 16, 43, 28, 1, 48, 2, 31, 29, 8]","[9, 4, 10, 6, 3]...",False,1.0,15.0,-15.0,-105.5,0.3333333333333333,0,LOSS,False,0
160,2025/10/12,24,"[9, 4, 10, 6, 3, 44, 27, 43, 16, 28, 48, 1, 2, 41, 29]","[9, 4, 10, 6, 3]...",False,1.0,15.0,-15.0,-120.5,0.3333333333333333,1,LOSS,False,0
161,2025/10/13,3,"[9, 10, 4, 6, 3, 42, 44, 43, 27, 16, 28, 7, 48, 1, 2]","[9, 10, 4, 6, 3]...",True,2.0,30.0,64.0,-56.5,0.4166666666666667,2,WIN,False,1
162,2025/10/14,34,"[4, 10, 9, 6, 47, 42, 44, 1, 43, 16, 28, 27, 2, 41, 29]","[4, 10, 9, 6, 47]...",False,0.0,0.0,0.0,-56.5,0.4166666666666667,0,SKIP,True,0
163,2025/10/15,14,"[4, 10, 9, 6, 47, 42, 44, 1, 27, 43, 16, 28, 2, 41, 29]","[4, 10, 9, 6, 47]...",False,1.5,22.5,-22.5,-79.0,0.3333333333333333,0,LOSS,False,0
164,2025/10/16,42,"[10, 45, 9, 4, 6, 47, 42, 44, 1, 16, 27, 43, 28, 2, 31]","[10, 45, 9, 4, 6]...",True,1.0,15.0,32.0,-47.0,0.3333333333333333,1,WIN,False,1
165,2025/10/17,19,"[10, 9, 4, 45, 41, 6, 47, 1, 44, 16, 27, 28, 43, 29, 31]","[10, 9, 4, 45, 41]...",False,0.0,0.0,0.0,-47.0,0.3333333333333333,0,SKIP,True,0
166,2025/10/18,44,"[10, 9, 4, 41, 6, 45, 47, 24, 1, 44, 16, 27, 43, 28, 7]","[10, 9, 4, 41, 6]...",True,1.0,15.0,32.0,-15.0,0.4166666666666667,0,WIN,False,1
167,2025/10/19,2,"[3, 10, 4, 41, 6, 45, 9, 24, 47, 16, 43, 27, 28, 1, 46]","[3, 10, 4, 41, 6]...",False,0.0,0.0,0.0,-15.0,0.4166666666666667,0,SKIP,True,0
168,2025/10/20,47,"[3, 10, 4, 41, 6, 45, 9, 24, 47, 34, 43, 27, 28, 1, 16]","[3, 10, 4, 41, 6]...",True,1.5,22.5,48.0,33.0,0.5,0,WIN,False,1
169,2025/10/21,18,"[3, 4, 10, 6, 41, 9, 45, 14, 24, 34, 43, 27, 16, 8, 1]","[3, 4, 10, 6, 41]...",False,0.0,0.0,0.0,33.0,0.5,0,SKIP,True,0
170,2025/10/22,5,"[3, 4, 10, 42, 6, 41, 9, 14, 45, 24, 34, 16, 8, 40, 1]","[3, 4, 10, 42, 6]...",False,1.5,22.5,-22.5,10.5,0.5,0,LOSS,False,0
171,2025/10/23,22,"[3, 4, 6, 42, 9, 41, 45, 10, 14, 19, 24, 34, 16, 1, 7]","[3, 4, 6, 42, 9]...",False,1.5,22.5,-22.5,-12.0,0.5,1,LOSS,False,0
172,2025/10/24,44,"[3, 4, 42, 41, 9, 44, 6, 45, 10, 14, 24, 19, 34, 16, 27]","[3, 4, 42, 41, 9]...",True,3.0,45.0,96.0,84.0,0.5833333333333334,2,WIN,False,1
173,2025/10/25,23,"[2, 3, 4, 42, 41, 9, 6, 45, 14, 24, 10, 16, 34, 19, 44]","[2, 3, 4, 42, 41]...",False,0.0,0.0,0.0,84.0,0.5833333333333334,0,SKIP,True,0
174,2025/10/26,49,"[2, 3, 42, 41, 4, 9, 47, 6, 45, 14, 24, 16, 34, 27, 19]","[2, 3, 42, 41, 4]...",False,1.5,22.5,-22.5,61.5,0.5,0,LOSS,False,0
175,2025/10/27,40,"[2, 3, 47, 4, 9, 42, 6, 41, 45, 18, 14, 24, 16, 34, 27]","[2, 3, 47, 4, 9]...",False,1.5,22.5,-22.5,39.0,0.4166666666666667,1,LOSS,False,0
176,2025/10/28,5,"[5, 2, 3, 47, 4, 42, 41, 6, 45, 14, 9, 18, 16, 34, 24]","[5, 2, 3, 47, 4]...",True,3.0,45.0,96.0,135.0,0.5,2,WIN,False,1
177,2025/10/29,22,"[2, 3, 47, 4, 42, 41, 9, 22, 45, 1, 14, 6, 16, 18, 34]","[2, 3, 47, 4, 42]...",True,0.0,0.0,0.0,135.0,0.5,0,SKIP,True,0
178,2025/10/30,15,"[2, 3, 44, 42, 47, 4, 41, 9, 45, 1, 14, 24, 6, 18, 27]","[2, 3, 44, 42, 47]...",False,1.5,22.5,-22.5,112.5,0.5,0,LOSS,False,0
179,2025/10/31,48,"[2, 3, 44, 42, 41, 9, 23, 47, 4, 45, 1, 14, 18, 6, 24]","[2, 3, 44, 42, 41]...",False,1.5,22.5,-22.5,90.0,0.4166666666666667,1,LOSS,False,0
180,2025/11/1,42,"[2, 49, 3, 44, 41, 9, 42, 47, 23, 4, 45, 1, 14, 24, 6]","[2, 49, 3, 44, 41]...",True,3.0,45.0,96.0,186.0,0.5,2,WIN,False,1
181,2025/11/2,17,"[2, 40, 3, 44, 49, 9, 47, 41, 4, 1, 23, 45, 14, 6, 24]","[2, 40, 3, 44, 49]...",False,0.0,0.0,0.0,186.0,0.5,0,SKIP,True,0
182,2025/11/3,20,"[5, 2, 40, 3, 44, 49, 47, 41, 4, 1, 23, 45, 14, 6, 24]","[5, 2, 40, 3, 44]...",False,1.5,22.5,-22.5,163.5,0.4166666666666667,0,LOSS,False,0
183,2025/11/4,39,"[5, 40, 2, 3, 49, 44, 22, 47, 41, 4, 1, 45, 18, 23, 14]","[5, 40, 2, 3, 49]...",False,1.5,22.5,-22.5,141.0,0.3333333333333333,1,LOSS,False,0
184,2025/11/5,6,"[5, 2, 40, 3, 44, 15, 49, 22, 41, 4, 1, 47, 23, 45, 14]","[5, 2, 40, 3, 44]...",False,2.0,30.0,-30.0,111.0,0.25,2,LOSS,False,0
185,2025/11/6,16,"[5, 48, 40, 2, 3, 44, 22, 15, 4, 47, 41, 1, 49, 23, 45]","[5, 48, 40, 2, 3]...",False,3.0,45.0,-45.0,66.0,0.25,3,LOSS,False,0
186,2025/11/7,37,"[5, 15, 22, 23, 18, 19, 42, 2, 48, 3, 14, 24, 34, 44, 40]","[5, 15, 22, 23, 18]...",False,5.0,75.0,-75.0,-9.0,0.25,4,LOSS,False,0
187,2025/11/8,14,"[17, 15, 22, 5, 23, 18, 42, 2, 48, 14, 3, 24, 34, 19, 40]","[17, 15, 22, 5, 23]...",True,8.0,120.0,256.0,247.0,0.25,5,WIN,False,1
188,2025/11/9,38,"[17, 15, 20, 22, 5, 18, 23, 19, 42, 2, 48, 3, 24, 40, 34]","[17, 15, 20, 22, 5]...",False,0.0,0.0,0.0,247.0,0.25,0,SKIP,True,0
189,2025/11/10,23,"[17, 39, 15, 20, 22, 5, 18, 42, 19, 2, 23, 48, 3, 24, 40]","[17, 39, 15, 20, 22]...",True,1.0,15.0,32.0,279.0,0.3333333333333333,0,WIN,False,1
190,2025/11/11,4,"[17, 15, 22, 5, 39, 20, 18, 42, 19, 6, 2, 3, 24, 40, 21]","[17, 15, 22, 5, 39]...",False,0.0,0.0,0.0,279.0,0.3333333333333333,0,SKIP,True,0
191,2025/11/12,24,"[16, 17, 15, 5, 22, 39, 18, 20, 6, 2, 3, 42, 34, 44, 19]","[16, 17, 15, 5, 22]...",False,1.0,15.0,-15.0,264.0,0.3333333333333333,0,LOSS,False,0
192,2025/11/13,18,"[16, 6, 37, 15, 22, 17, 20, 5, 39, 18, 2, 42, 34, 25, 44]","[16, 6, 37, 15, 22]...",True,1.0,15.0,32.0,296.0,0.3333333333333333,1,WIN,False,1
193,2025/11/14,6,"[14, 6, 16, 15, 22, 37, 17, 5, 39, 2, 20, 42, 40, 44, 26]","[14, 6, 16, 15, 22]...",True,0.0,0.0,0.0,296.0,0.3333333333333333,0,SKIP,True,0
194,2025/11/15,45,"[16, 14, 38, 17, 22, 37, 15, 5, 2, 20, 42, 39, 19, 44, 40]","[16, 14, 38, 17, 22]...",False,1.0,15.0,-15.0,281.0,0.3333333333333333,0,LOSS,False,0
195,2025/11/16,28,"[16, 14, 23, 17, 22, 15, 5, 38, 37, 2, 20, 39, 44, 40, 19]","[16, 14, 23, 17, 22]...",False,1.0,15.0,-15.0,266.0,0.3333333333333333,1,LOSS,False,0
196,2025/11/17,23,"[4, 14, 23, 22, 16, 17, 15, 5, 37, 38, 2, 20, 39, 44, 40]","[4, 14, 23, 22, 16]...",True,2.0,30.0,64.0,330.0,0.3333333333333333,2,WIN,False,1
197,2025/11/18,47,"[4, 14, 24, 16, 22, 15, 5, 38, 17, 2, 37, 20, 39, 40, 42]","[4, 14, 24, 16, 22]...",False,0.0,0.0,0.0,330.0,0.3333333333333333,0,SKIP,True,0
198,2025/11/19,9,"[18, 4, 24, 16, 22, 15, 5, 14, 38, 37, 17, 39, 20, 40, 42]","[18, 4, 24, 16, 22]...",False,1.0,15.0,-15.0,315.0,0.3333333333333333,0,LOSS,False,0
199,2025/11/20,15,"[6, 4, 5, 42, 2, 1, 18, 48, 40, 44, 49, 24, 14, 7, 8]","[6, 4, 5, 42, 2]...",False,1.0,15.0,-15.0,300.0,0.3333333333333333,1,LOSS,False,0
200,2025/11/21,4,"[6, 4, 5, 45, 42, 2, 1, 40, 48, 44, 14, 16, 24, 49, 10]","[6, 4, 5, 45, 42]...",True,2.0,30.0,64.0,364.0,0.4166666666666667,2,WIN,False,1
201,2025/11/22,19,"[6, 5, 45, 2, 42, 1, 28, 3, 48, 44, 14, 24, 40, 49, 16]","[6, 5, 45, 2, 42]...",False,0.0,0.0,0.0,364.0,0.4166666666666667,0,SKIP,True,0
202,2025/11/23,37,"[6, 5, 45, 2, 42, 1, 3, 23, 48, 44, 14, 40, 49, 16, 24]","[6, 5, 45, 2, 42]...",False,1.5,22.5,-22.5,341.5,0.4166666666666667,0,LOSS,False,0
203,2025/11/24,3,"[6, 5, 45, 47, 2, 42, 1, 3, 48, 23, 40, 49, 14, 24, 28]","[6, 5, 45, 47, 2]...",True,1.5,22.5,48.0,389.5,0.5,1,WIN,False,1
204,2025/11/25,17,"[9, 6, 45, 5, 47, 2, 42, 1, 48, 23, 40, 14, 49, 24, 16]","[9, 6, 45, 5, 47]...",False,0.0,0.0,0.0,389.5,0.5,0,SKIP,True,0
205,2025/11/26,36,"[9, 15, 23, 28, 6, 18, 16, 24, 14, 5, 47, 22, 20, 38, 39]","[9, 15, 23, 28, 6]...",False,1.5,22.5,-22.5,367.0,0.4166666666666667,0,LOSS,False,0
206,2025/11/27,26,"[4, 15, 23, 18, 6, 16, 9, 24, 28, 14, 5, 47, 22, 20, 38]","[4, 15, 23, 18, 6]...",False,1.5,22.5,-22.5,344.5,0.3333333333333333,1,LOSS,False,0
207,2025/11/28,26,"[4, 15, 9, 23, 18, 6, 16, 19, 28, 14, 47, 24, 22, 20, 38]","[4, 15, 9, 23, 18]...",False,2.0,30.0,-30.0,314.5,0.3333333333333333,2,LOSS,False,0
208,2025/11/29,6,"[4, 15, 9, 23, 6, 16, 37, 19, 18, 28, 14, 24, 38, 20, 39]","[4, 15, 9, 23, 6]...",True,3.0,45.0,96.0,410.5,0.3333333333333333,3,WIN,False,1
209,2025/11/30,46,"[4, 15, 3, 23, 9, 16, 37, 19, 18, 14, 28, 24, 38, 20, 45]","[4, 15, 3, 23, 9]...",False,0.0,0.0,0.0,410.5,0.3333333333333333,0,SKIP,True,0
210,2025/12/1,44,"[4, 17, 3, 15, 23, 9, 37, 16, 19, 28, 14, 24, 18, 38, 20]","[4, 17, 3, 15, 23]...",False,1.0,15.0,-15.0,395.5,0.3333333333333333,0,LOSS,False,0
211,2025/12/2,17,"[3, 17, 36, 23, 15, 4, 37, 9, 19, 16, 24, 14, 28, 18, 21]","[3, 17, 36, 23, 15]...",True,1.0,15.0,32.0,427.5,0.4166666666666667,1,WIN,False,1
212,2025/12/3,9,"[3, 15, 36, 23, 4, 37, 9, 18, 16, 14, 24, 28, 19, 20, 38]","[3, 15, 36, 23, 4]...",True,0.0,0.0,0.0,427.5,0.4166666666666667,0,SKIP,True,0
213,2025/12/4,8,"[3, 4, 2, 26, 5, 1, 45, 47, 36, 15, 41, 7, 8, 23, 37]","[3, 4, 2, 26, 5]...",True,1.5,22.5,48.0,475.5,0.4166666666666667,0,WIN,False,1
214,2025/12/5,48,"[6, 4, 3, 2, 26, 45, 1, 47, 15, 36, 5, 41, 10, 7, 23]","[6, 4, 3, 2, 26]...",False,0.0,0.0,0.0,475.5,0.4166666666666667,0,SKIP,True,0
215,2025/12/6,26,"[6, 4, 3, 46, 2, 26, 1, 45, 47, 36, 5, 15, 41, 23, 37]","[6, 4, 3, 46, 2]...",True,1.5,22.5,48.0,523.5,0.5,0,WIN,False,1
216,2025/12/7,6,"[6, 3, 4, 44, 46, 2, 1, 45, 47, 37, 36, 23, 15, 5, 7]","[6, 3, 4, 44, 46]...",True,0.0,0.0,0.0,523.5,0.5,0,SKIP,True,0
217,2025/12/8,4,"[3, 4, 44, 46, 2, 17, 45, 5, 1, 47, 36, 6, 23, 37, 41]","[3, 4, 44, 46, 2]...",True,1.5,22.5,48.0,571.5,0.5833333333333334,0,WIN,False,1
218,2025/12/9,38,"[9, 3, 44, 46, 5, 45, 17, 1, 2, 47, 15, 23, 36, 6, 28]","[9, 3, 44, 46, 5]...",False,0.0,0.0,0.0,571.5,0.5833333333333334,0,SKIP,True,0
219,2025/12/10,27,"[8, 9, 3, 44, 46, 45, 1, 17, 2, 47, 15, 5, 23, 36, 28]","[8, 9, 3, 44, 46]...",False,1.5,22.5,-22.5,549.0,0.5,0,LOSS,False,0
220,2025/12/11,24,"[8, 9, 3, 44, 48, 46, 1, 17, 2, 47, 45, 15, 36, 5, 23]","[8, 9, 3, 44, 48]...",False,1.5,22.5,-22.5,526.5,0.5,1,LOSS,False,0
221,2025/12/12,3,"[8, 9, 3, 44, 48, 26, 46, 1, 2, 17, 47, 45, 15, 5, 23]","[8, 9, 3, 44, 48]...",True,3.0,45.0,96.0,622.5,0.5,2,WIN,False,1
222,2025/12/13,13,"[6, 8, 9, 44, 48, 46, 1, 26, 2, 47, 17, 45, 15, 5, 10]","[6, 8, 9, 44, 48]...",False,0.0,0.0,0.0,622.5,0.5,0,SKIP,True,0
223,2025/12/14,16,"[6, 4, 8, 9, 44, 48, 46, 26, 1, 45, 17, 47, 15, 5, 36]","[6, 4, 8, 9, 44]...",False,1.5,22.5,-22.5,600.0,0.5,0,LOSS,False,0
224,2025/12/15,22,"[4, 6, 26, 17, 9, 15, 19, 38, 48, 23, 8, 28, 36, 11, 37]","[4, 6, 26, 17, 9]...",False,1.5,22.5,-22.5,577.5,0.5,1,LOSS,False,0
225,2025/12/16,49,"[27, 4, 6, 26, 17, 9, 19, 15, 38, 23, 8, 28, 36, 37, 44]","[27, 4, 6, 26, 17]...",False,3.0,45.0,-45.0,532.5,0.5,2,LOSS,False,0
226,2025/12/17,4,"[4, 27, 6, 26, 24, 17, 9, 19, 15, 38, 23, 8, 36, 37, 44]","[4, 27, 6, 26, 24]...",True,4.5,67.5,144.0,676.5,0.5,3,WIN,False,1
227,2025/12/18,44,"[3, 26, 24, 27, 6, 17, 9, 15, 38, 19, 8, 36, 37, 44, 25]","[3, 26, 24, 27, 6]...",True,0.0,0.0,0.0,676.5,0.5,0,SKIP,True,0
228,2025/12/19,1,"[13, 3, 24, 26, 27, 6, 17, 9, 15, 38, 19, 8, 36, 48, 46]","[13, 3, 24, 26, 27]...",False,1.5,22.5,-22.5,654.0,0.5,0,LOSS,False,0
229,2025/12/20,30,"[3, 6, 8, 9, 13, 48, 46, 2, 24, 26, 42, 27, 40, 17, 10]","[3, 6, 8, 9, 13]...",False,1.5,22.5,-22.5,631.5,0.4166666666666667,1,LOSS,False,0
230,2025/12/21,8,"[3, 6, 8, 9, 46, 13, 2, 22, 48, 26, 43, 24, 17, 42, 7]","[3, 6, 8, 9, 46]...",True,3.0,45.0,96.0,727.5,0.4166666666666667,2,WIN,False,1
231,2025/12/22,24,"[3, 6, 49, 9, 46, 2, 48, 5, 22, 13, 17, 24, 16, 40, 41]","[3, 6, 49, 9, 46]...",True,0.0,0.0,0.0,727.5,0.4166666666666667,0,SKIP,True,0
232,2025/12/23,49,"[4, 3, 6, 49, 9, 46, 2, 48, 13, 22, 17, 27, 16, 26, 5]","[4, 3, 6, 49, 9]...",True,1.5,22.5,48.0,775.5,0.4166666666666667,0,WIN,False,1
233,2025/12/24,7,"[4, 3, 6, 9, 44, 46, 2, 48, 22, 13, 17, 27, 16, 38, 26]","[4, 3, 6, 9, 44]...",False,0.0,0.0,0.0,775.5,0.4166666666666667,0,SKIP,True,0
234,2025/12/25,11,"[4, 1, 3, 6, 9, 44, 46, 48, 22, 13, 17, 27, 26, 2, 42]","[4, 1, 3, 6, 9]...",False,1.5,22.5,-22.5,753.0,0.3333333333333333,0,LOSS,False,0
235,2025/12/26,41,"[4, 1, 3, 6, 9, 44, 48, 16, 46, 13, 22, 30, 26, 41, 10]","[4, 1, 3, 6, 9]...",True,1.0,15.0,32.0,785.0,0.4166666666666667,1,WIN,False,1
236,2025/12/27,24,"[4, 8, 1, 3, 6, 44, 9, 48, 16, 46, 13, 22, 26, 30, 42]","[4, 8, 1, 3, 6]...",False,0.0,0.0,0.0,785.0,0.4166666666666667,0,SKIP,True,0
237,2025/12/28,23,"[4, 8, 1, 6, 3, 44, 9, 48, 16, 13, 46, 22, 26, 30, 10]","[4, 8, 1, 6, 3]...",False,1.5,22.5,-22.5,762.5,0.4166666666666667,0,LOSS,False,0
238,2025/12/29,26,"[8, 4, 1, 49, 6, 3, 44, 16, 48, 9, 46, 22, 13, 30, 26]","[8, 4, 1, 49, 6]...",True,1.5,22.5,48.0,810.5,0.4166666666666667,1,WIN,False,1
239,2025/12/30,12,"[8, 30, 4, 7, 1, 16, 22, 49, 17, 27, 13, 44, 3, 12, 38]","[8, 30, 4, 7, 1]...",True,0.0,0.0,0.0,810.5,0.4166666666666667,0,SKIP,True,0
240,2025/12/31,26,"[11, 8, 4, 1, 16, 49, 7, 30, 22, 17, 27, 13, 44, 3, 6]","[11, 8, 4, 1, 16]...",False,1.5,22.5,-22.5,788.0,0.4166666666666667,0,LOSS,False,0
241,2026/1/1,29,"[11, 4, 8, 1, 49, 16, 7, 41, 30, 22, 17, 27, 13, 3, 6]","[11, 4, 8, 1, 49]...",False,1.5,22.5,-22.5,765.5,0.4166666666666667,1,LOSS,False,0
242,2026/1/2,22,"[24, 11, 8, 1, 4, 49, 16, 41, 7, 30, 22, 27, 13, 14, 3]","[24, 11, 8, 1, 4]...",True,3.0,45.0,96.0,861.5,0.5,2,WIN,False,1
243,2026/1/3,9,"[24, 11, 23, 8, 1, 4, 16, 7, 30, 41, 27, 13, 49, 3, 38]","[24, 11, 23, 8, 1]...",False,0.0,0.0,0.0,861.5,0.5,0,SKIP,True,0
244,2026/1/4,45,"[11, 24, 23, 4, 16, 1, 30, 3, 41, 27, 13, 49, 7, 8, 6]","[11, 24, 23, 4, 16]...",False,1.5,22.5,-22.5,839.0,0.4166666666666667,0,LOSS,False,0
245,2026/1/5,43,"[12, 24, 23, 4, 1, 16, 3, 11, 41, 30, 27, 49, 13, 7, 8]","[12, 24, 23, 4, 1]...",False,1.5,22.5,-22.5,816.5,0.4166666666666667,1,LOSS,False,0
246,2026/1/6,13,"[12, 24, 23, 26, 4, 1, 16, 3, 11, 30, 27, 49, 13, 7, 8]","[12, 24, 23, 26, 4]...",True,3.0,45.0,96.0,912.5,0.5,2,WIN,False,1
247,2026/1/7,41,"[12, 29, 26, 23, 24, 4, 16, 1, 11, 3, 30, 27, 49, 7, 41]","[12, 29, 26, 23, 24]...",True,0.0,0.0,0.0,912.5,0.5,0,SKIP,True,0
248,2026/1/8,21,"[12, 22, 29, 26, 24, 16, 1, 23, 11, 4, 3, 27, 7, 49, 30]","[12, 22, 29, 26, 24]...",False,1.5,22.5,-22.5,890.0,0.4166666666666667,0,LOSS,False,0
